panel,dataset,domain,recording_id,source_index,time_s,x_m,y_m,z_m,speed_mps,display_speed_mps
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,950,5.790000128,0.958114,2.178574,1.084766,0.2206266688167133,0.2206266688167133
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,961,5.844999936,0.965027,2.181959,1.090462,0.13906221542053876,0.13906221542053876
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,972,5.9,0.971213,2.185232,1.09003,0.1311927262604917,0.1311927262604917
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,983,5.955000064,0.976691,2.188141,1.085729,0.14215651796279505,0.14215651796279505
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,994,6.009999872,0.982067,2.191055,1.080515,0.14295550894834597,0.14295550894834597
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1005,6.064999936,0.986677,2.193613,1.075688,0.11866805650946097,0.11866805650946097
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1016,6.12,0.990849,2.196076,1.072293,0.09606047815464865,0.09606047815464865
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1027,6.175000064,0.994545,2.198064,1.070295,0.0752519511337191,0.0752519511337191
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1038,6.229999872,0.997863,2.199616,1.069826,0.062072834109276304,0.062072834109276304
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1049,6.284999936,1.000944,2.201047,1.070799,0.07175282986377648,0.07175282986377648
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1060,6.34,1.003732,2.20211,1.073093,0.07596214660868209,0.07596214660868209
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1071,6.395000064,1.005999,2.20288,1.076476,0.08427272279490075,0.08427272279490075
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1082,6.449999872,1.008242,2.203401,1.080828,0.095756904472271,0.095756904472271
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1093,6.504999936,1.010172,2.203748,1.086263,0.10846377813117083,0.10846377813117083
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1104,6.56,1.011592,2.203684,1.092517,0.12403944482922931,0.12403944482922931
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1115,6.614999808,1.012551,2.203223,1.099534,0.1363228458063657,0.1363228458063657
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1126,6.669999872,1.013427,2.20267,1.107331,0.14126102841302995,0.14126102841302995
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1137,6.724999936,1.014195,2.202012,1.115049,0.13408057362506257,0.13408057362506257
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1148,6.780000256,1.014982,2.201368,1.122141,0.12778074367681544,0.12778074367681544
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1159,6.835000064,1.016459,2.200644,1.129441,0.14701871761016908,0.14701871761016908
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1170,6.890000128,1.019018,2.199875,1.137414,0.17233709812622147,0.17233709812622147
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1182,6.949999872,1.023061,2.199445,1.147095,0.18813903785449504,0.18813903785449504
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1193,7.004999936,1.027976,2.199814,1.156849,0.2099097138825166,0.2099097138825166
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1204,7.06,1.033818,2.201413,1.166816,0.22072461849001596,0.22072461849001596
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1215,7.114999808,1.040454,2.204122,1.177021,0.23018448145025583,0.23018448145025583
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1226,7.169999872,1.047834,2.207866,1.186981,0.23558806965871282,0.23558806965871282
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1237,7.224999936,1.055829,2.212586,1.196619,0.24440437632700163,0.24440437632700163
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1248,7.280000256,1.064256,2.218212,1.20589,0.24839810757145936,0.24839810757145936
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1259,7.335000064,1.072744,2.224211,1.214836,0.25284318576788034,0.25284318576788034
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1270,7.390000128,1.08174,2.230113,1.223569,0.2465740982647017,0.2465740982647017
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1281,7.445000192,1.090745,2.235951,1.231604,0.2408183576185901,0.2408183576185901
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1292,7.5,1.099875,2.241805,1.238808,0.23195649887190814,0.23195649887190814
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1303,7.555000064,1.109002,2.247479,1.245092,0.22854217798588422,0.22854217798588422
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1314,7.610000128,1.11829,2.253125,1.251387,0.22812620353700597,0.22812620353700597
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1325,7.665000192,1.127522,2.258993,1.257054,0.2269033750188413,0.2269033750188413
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1336,7.72,1.136696,2.26508,1.262556,0.2193548307550649,0.2193548307550649
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1347,7.775000064,1.145523,2.271368,1.267811,0.21773548242195573,0.21773548242195573
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1358,7.830000128,1.154521,2.277791,1.272887,0.22396937441511883,0.22396937441511883
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1369,7.884999936,1.163809,2.284478,1.27773,0.22835008788826272,0.22835008788826272
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1380,7.94,1.173471,2.291164,1.282433,0.2232676112502096,0.2232676112502096
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1391,7.995000064,1.183246,2.297704,1.286783,0.22517194431627596,0.22517194431627596
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1402,8.050000128,1.192797,2.303921,1.290457,0.21268353844546556,0.21268353844546556
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1414,8.110000128,1.203033,2.310418,1.293455,0.20993303636746086,0.20993303636746086
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1425,8.165000192,1.212703,2.316074,1.295432,0.2057517535096079,0.2057517535096079
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1436,8.22,1.222453,2.3214,1.297151,0.2042953706036542,0.2042953706036542
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1447,8.275000064,1.232238,2.326332,1.298229,0.19814399297245944,0.19814399297245944
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1458,8.330000128,1.242016,2.331001,1.298597,0.19675138501255376,0.19675138501255376
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1469,8.384999936,1.251822,2.335594,1.297915,0.19471777521673614,0.19471777521673614
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1480,8.44,1.261716,2.340137,1.296599,0.19615188418606552,0.19615188418606552
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1491,8.495000064,1.27177,2.344636,1.295128,0.20398769180405327,0.20398769180405327
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1502,8.550000128,1.281985,2.349293,1.293182,0.21255725520959903,0.21255725520959903
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1513,8.604999936,1.292411,2.354177,1.290674,0.2176239464127892,0.2176239464127892
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1524,8.66,1.303131,2.359125,1.287411,0.22902742232476528,0.22902742232476528
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1535,8.715000064,1.314244,2.364224,1.283659,0.23779182286888556,0.23779182286888556
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1546,8.770000128,1.325844,2.369381,1.279062,0.2537938754762199,0.2537938754762199
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1557,8.824999936,1.338059,2.374492,1.273892,0.2651243377951572,0.2651243377951572
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1568,8.88,1.350714,2.379527,1.268234,0.2725545650244859,0.2725545650244859
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1579,8.935000064,1.363866,2.384559,1.262509,0.2770809519219258,0.2770809519219258
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1590,8.989999872,1.377411,2.389617,1.256536,0.2876577389036463,0.2876577389036463
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1601,9.044999936,1.391734,2.394623,1.250484,0.30568569090003433,0.30568569090003433
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1612,9.1,1.406508,2.39963,1.24429,0.3053243955093938,0.3053243955093938
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1623,9.155000064,1.421682,2.404442,1.237953,0.3206023725765475,0.3206023725765475
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1634,9.209999872,1.437595,2.409454,1.231263,0.3335114909946002,0.3335114909946002
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1645,9.264999936,1.45449,2.414169,1.224245,0.3525933463797002,0.3525933463797002
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1657,9.324999936,1.473809,2.419461,1.216545,0.3635224629530678,0.3635224629530678
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1668,9.38,1.492184,2.424403,1.209464,0.37904580477176864,0.37904580477176864
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1679,9.435000064,1.511096,2.429475,1.202132,0.38598893333292983,0.38598893333292983
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1690,9.489999872,1.530263,2.434928,1.194055,0.3921225997837747,0.3921225997837747
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1701,9.544999936,1.549724,2.44012,1.185471,0.397999065072891,0.397999065072891
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1712,9.6,1.569314,2.445082,1.176923,0.39940302171725717,0.39940302171725717
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1723,9.655000064,1.588856,2.450267,1.168385,0.40388249017823846,0.40388249017823846
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1734,9.709999872,1.608571,2.45542,1.159659,0.4016873964587429,0.4016873964587429
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1745,9.764999936,1.628273,2.460696,1.151128,0.4035616950866972,0.4035616950866972
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1756,9.82,1.648028,2.466079,1.142605,0.40318817136337187,0.40318817136337187
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1767,9.874999808,1.66752,2.471614,1.134336,0.3934461509942169,0.3934461509942169
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1778,9.929999872,1.686499,2.477205,1.126214,0.3839669915863733,0.3839669915863733
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1789,9.984999936,1.704773,2.482941,1.118452,0.3707973432195073,0.3707973432195073
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1800,10.04,1.722662,2.488714,1.110794,0.3610198146397356,0.3610198146397356
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1811,10.095000064,1.739615,2.494324,1.103722,0.3436753172201247,0.3436753172201247
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1822,10.150000128,1.755595,2.499998,1.096453,0.32544789358779425,0.32544789358779425
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1833,10.205000192,1.770639,2.505617,1.089174,0.31107812922111316,0.31107812922111316
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1844,10.26,1.784835,2.511136,1.082448,0.2947492901444426,0.2947492901444426
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1855,10.315000064,1.798182,2.516616,1.076237,0.28169373685240556,0.28169373685240556
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1866,10.370000128,1.811319,2.521793,1.070335,0.27378303481483723,0.27378303481483723
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1877,10.425000192,1.824484,2.526344,1.064658,0.27236417628182163,0.27236417628182163
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1889,10.484999936,1.838942,2.530572,1.058556,0.27455525806429143,0.27455525806429143
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1900,10.54,1.852431,2.534007,1.053219,0.27712783343290853,0.27712783343290853
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1911,10.595000064,1.865967,2.536819,1.047917,0.27037993913010694,0.27037993913010694
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1922,10.650000128,1.87946,2.539136,1.042516,0.2666138963227119,0.2666138963227119
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1933,10.705000192,1.892852,2.541002,1.03686,0.27110277887771916,0.27110277887771916
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1944,10.76,1.906537,2.542513,1.030231,0.2780503356844747,0.2780503356844747
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1955,10.815000064,1.920352,2.54355,1.023635,0.27498104611180774,0.27498104611180774
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1966,10.870000128,1.934059,2.544174,1.017376,0.271061015490139,0.271061015490139
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1977,10.925000192,1.947469,2.544425,1.011059,0.2650513764703468,0.2650513764703468
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1988,10.98,1.960278,2.543835,1.00519,0.25088720845453616,0.25088720845453616
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,1999,11.035000064,1.972483,2.5422,0.999881,0.24147741666837277,0.24147741666837277
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2010,11.090000128,1.983834,2.539451,0.995046,0.22217025358649214,0.22217025358649214
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2021,11.145000192,1.993948,2.535279,0.991137,0.20640808422673904,0.20640808422673904
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2032,11.2,2.003068,2.529949,0.987562,0.20117556483006127,0.20117556483006127
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2043,11.255000064,2.011388,2.523513,0.984438,0.2026840483778749,0.2026840483778749
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2054,11.310000128,2.019414,2.516033,0.981541,0.2085927925053906,0.2085927925053906
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2065,11.364999936,2.02718,2.508195,0.978817,0.20874529338069034,0.20874529338069034
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2076,11.42,2.034874,2.500165,0.97593,0.21227627806715288,0.21227627806715288
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2087,11.475000064,2.042609,2.49194,0.973346,0.20762996159564778,0.20762996159564778
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2098,11.530000128,2.050064,2.483784,0.970867,0.20619461703666095,0.20619461703666095
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2109,11.584999936,2.057281,2.476047,0.968617,0.19119740259398443,0.19119740259398443
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2121,11.645000192,2.065027,2.468095,0.966417,0.18458043783554856,0.18458043783554856
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2132,11.7,2.071707,2.461223,0.964889,0.16706521217430706,0.16706521217430706
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2143,11.755000064,2.078053,2.455108,0.963601,0.15838423786847436,0.15838423786847436
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2154,11.810000128,2.083919,2.449641,0.96303,0.135274980819696,0.135274980819696
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2165,11.864999936,2.08905,2.445148,0.963114,0.10895762073687378,0.10895762073687378
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2176,11.92,2.093449,2.44258,0.963737,0.08358707566203047,0.08358707566203047
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2187,11.975000064,2.097555,2.440979,0.964708,0.08278110711654997,0.08278110711654997
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2198,12.030000128,2.10132,2.440647,0.967227,0.10239485774008698,0.10239485774008698
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2209,12.084999936,2.104644,2.440933,0.973466,0.1569569912209462,0.1569569912209462
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2220,12.14,2.107231,2.44111,0.98403,0.24726547341142938,0.24726547341142938
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2231,12.195000064,2.108912,2.440771,0.999575,0.31408139658017853,0.31408139658017853
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2242,12.249999872,2.109435,2.440202,1.018406,0.3685476052696425,0.3685476052696425
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2253,12.304999936,2.108852,2.438573,1.039965,0.4034797652395976,0.4034797652395976
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2264,12.36,2.107286,2.436147,1.062209,0.40997972255564247,0.40997972255564247
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2275,12.415000064,2.104428,2.432837,1.084105,0.4015387746510968,0.4015387746510968
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2286,12.469999872,2.100134,2.428311,1.105534,0.4111301654832141,0.4111301654832141
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2297,12.524999936,2.094247,2.422933,1.126928,0.4080546630699837,0.4080546630699837
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2308,12.58,2.087068,2.416777,1.147289,0.4019499546036647,0.4019499546036647
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2319,12.634999808,2.078863,2.409674,1.166926,0.4141755179178974,0.4141755179178974
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2330,12.689999872,2.069827,2.401899,1.186006,0.40376385842762663,0.40376385842762663
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2341,12.744999936,2.060557,2.393327,1.204213,0.3999887945234257,0.3999887945234257
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2352,12.8,2.051436,2.383996,1.221298,0.3817921313569173,0.3817921313569173
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2364,12.86,2.041959,2.373123,1.238479,0.3687102524033405,0.3687102524033405
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2375,12.915000064,2.03363,2.362317,1.253359,0.36249637779052013,0.36249637779052013
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2386,12.969999872,2.025442,2.350886,1.267252,0.3607335551975345,0.3607335551975345
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2397,13.024999936,2.017204,2.338378,1.280835,0.37386116541301984,0.37386116541301984
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2408,13.08,2.009012,2.325103,1.294054,0.373377863429907,0.373377863429907
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2419,13.134999808,2.001078,2.311061,1.30642,0.3618458420960409,0.3618458420960409
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2430,13.189999872,1.993459,2.296254,1.317832,0.36441766718568597,0.36441766718568597
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2441,13.244999936,1.985951,2.280687,1.328777,0.37624758334140895,0.37624758334140895
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2452,13.3,1.978885,2.264417,1.339439,0.38085908594847073,0.38085908594847073
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2463,13.355000064,1.972007,2.247676,1.349678,0.3781053158123009,0.3781053158123009
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2474,13.410000128,1.96524,2.230568,1.360056,0.38228764204251964,0.38228764204251964
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2485,13.465000192,1.958599,2.213447,1.369617,0.370386029233684,0.370386029233684
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2496,13.520000256,1.952222,2.196558,1.377882,0.348784055091311,0.348784055091311
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2507,13.575000064,1.946243,2.180362,1.384669,0.3252163704124556,0.3252163704124556
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2518,13.630000128,1.940816,2.164354,1.390623,0.32810120460783654,0.32810120460783654
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2529,13.685000192,1.93602,2.148188,1.396838,0.33159189739451683,0.33159189739451683
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2540,13.74,1.93184,2.1315,1.403251,0.34135911156379917,0.34135911156379917
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2551,13.795000064,1.928381,2.114601,1.410068,0.33597443307383745,0.33597443307383745
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2562,13.850000128,1.925792,2.097167,1.417116,0.354240642734776,0.354240642734776
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2573,13.905000192,1.924077,2.078893,1.424368,0.3640724203624633,0.3640724203624633
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2584,13.96,1.923161,2.060023,1.431915,0.3662270553279374,0.3662270553279374
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2596,14.020000256,1.923085,2.03924,1.440076,0.3755059509118565,0.3755059509118565
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2607,14.075000064,1.923868,2.019987,1.447181,0.3706663557059482,0.3706663557059482
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2618,14.130000128,1.925493,2.000968,1.454131,0.3677997671413522,0.3677997671413522
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2629,14.185000192,1.927872,1.982243,1.461108,0.36058245986626475,0.36058245986626475
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2640,14.24,1.930386,1.964121,1.468211,0.3548191270671025,0.3548191270671025
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2651,14.295000064,1.932737,1.946941,1.475426,0.3345601521436126,0.3345601521436126
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2662,14.350000128,1.934528,1.930725,1.482921,0.31768028687166394,0.31768028687166394
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2673,14.405000192,1.935301,1.915243,1.490996,0.31232181436083095,0.31232181436083095
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2684,14.46,1.934742,1.90046,1.499703,0.30978905874706475,0.30978905874706475
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2695,14.515000064,1.932876,1.886361,1.509153,0.30852980280446074,0.30852980280446074
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2706,14.570000128,1.929514,1.873,1.51924,0.3096439109644062,0.3096439109644062
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2717,14.624999936,1.924716,1.860176,1.529777,0.32294414498274737,0.32294414498274737
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2728,14.68,1.918688,1.847901,1.540724,0.31078137668372163,0.31078137668372163
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2739,14.735000064,1.911987,1.836552,1.551572,0.31172755847935135,0.31172755847935135
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2750,14.790000128,1.904895,1.826158,1.562373,0.30577984256171603,0.30577984256171603
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2761,14.844999936,1.897903,1.816329,1.572648,0.27640560590823715,0.27640560590823715
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2772,14.9,1.890849,1.807227,1.581169,0.24059854164784347,0.24059854164784347
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2783,14.955000064,1.883932,1.798909,1.586212,0.19948453275610886,0.19948453275610886
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2794,15.009999872,1.877155,1.791344,1.587483,0.1834893036371186,0.1834893036371186
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2805,15.064999936,1.870308,1.784166,1.585095,0.19147030686937858,0.19147030686937858
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2816,15.12,1.863919,1.77728,1.578376,0.2241025480785656,0.2241025480785656
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2828,15.18,1.856931,1.769995,1.569658,0.211659178901965,0.211659178901965
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2839,15.235000064,1.850176,1.764186,1.564032,0.1738314982091482,0.1738314982091482
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2850,15.290000128,1.843205,1.759375,1.561625,0.1505815153951176,0.1505815153951176
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2861,15.344999936,1.835972,1.75542,1.563398,0.17196196640745917,0.17196196640745917
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2872,15.4,1.827832,1.751549,1.569436,0.2162346275174931,0.2162346275174931
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2883,15.455000064,1.819265,1.748294,1.578743,0.24947323979079122,0.24947323979079122
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2894,15.509999872,1.810331,1.745589,1.588512,0.24359425907679197,0.24359425907679197
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2905,15.564999936,1.801181,1.743543,1.59629,0.20026269835749816,0.20026269835749816
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2916,15.62,1.791743,1.742094,1.600175,0.17956366970153798,0.17956366970153798
b,EuRoC MAV,micro aerial vehicle,euroc_mav/V1_01_easy,2927,15.675000064,1.781993,1.741044,1.600063,0.1836785170903291,0.1836785170903291
